,API Name,Description,Category,Followers,Versions,API Tags,SDKs,How to,Source Code,Libraries,Developers,Changlog,Articles
74,GoogleCloudRuntimeConfigAPI," This API provides capabilities for configuration and coordination for applications running on Google Cloud Platform. You can also set Watchers and Waiters that will watch for changes to your data and return based on certain conditions. The Runtime Configurator allows you to dynamically configure and expose variables, allowing you to add a variety of services such as storage access, machine-learning-based image analysis to your Cloud Platform applications to name a few. It allows developers to build with cloud tools and infrastructure, applications, maps and devices.",Cloud,3,RESTv2.0," Cloud, Data-as-a-Service", 0,0,0,0, 0, 1,
75,SalesforceSocialStudioAPI," The Salesforce.com Social Studio API supports the extraction, analysis, and modification of social media data from a user’s social studio account. The RESTful API provides direct access to the Social studio account from where users can extract social media posts, analytical insights, and topic profiles. The integration of the API into an organization’s operational or intelligence systems provides users with greater flexibility for performing administrative and reporting tasks, or optimizing the consumption of client apps and services. This API requires OAuth 2.0 authentication, and conveys requests and responses in JSON format.",Enterprise,6,RESTv48.0," Enterprise, Analytics, Customer, Relationship, Management, Intelligence, Social", 0,0,0,0, 0, 0,
76,SalesforceLiveAgentAPI," The Salesforce Live Agent API is a RESTful platform for integrating the live chat functionality in native mobile applications. The Live Agent functionality is available in a variety of editions that include: Salesforce Classis, Performance Edition, and the Service Cloud-based Unlimited Edition. The Enterprise and Unlimited Editions of the Live Agent are offered at a premium price. The API sends requests and returns responses in JSON format.",Enterprise,4,RESTv48.0," Enterprise, Chat, Customer, Relationship, Management, Messaging", 0,0,0,0, 0, 2,
77,GlownetAPI," This API is designed for Glownet partners to directly integrate with systems to automate and enhance the event experience and avoid manual data transfers and suboptimal waiting experience for customers. It is oriented for Ticketing and Accreditation partners and allows a partner to submit new ticket purchases and new accreditations done in their systems to Glownet in real­time. Examples are available in HTTP · cURL · Java (OK HTTP) · Java (Unirest) · JavaScript · jQuery · PHP · Python and Ruby. Glownet helps to create an event that brings together promoters, artists, festival goers, caterers and sponsors.",Events,2,RESTv1.0," Events, Tickets", 0,0,0,0, 0, 2, 1
78,,,,,,,,,,,,,
79,LondonDataStoreMyLondonAPI," The London DataStore MyLondon API is a web/ internet API that is driven by the CKAN API (which is a product API). MyLondon API provides tools for accessing up to date information about the city. The London DataStore provides free and open data sharing giving anyone access to over 600 datasets about London (such as the data about the environment, housing, health, transport, and more).",Data,4,REST," Data, Analytics, Cities, Community, England, Open, Data", 0,0,0,0, 0, 1,
80,HugeServerIONAPI," The HugeServer ION platform offers a server control panel and automation system. ION provides sub account support, traffic management and real-time bandwidth graphs, internal VPN, and an automated re-installation system. The ION API is used for server monitoring and management. HugeServer provides dedicated servers, colocation, hybrid servers, virtual servers, and cloud hosting solutions.",InternetofThings,2,RESTv2," Internet, of, Things, Hosting, Virtualization", 0,0,0,0, 0, 3, 1
81,QuovoAPI," This API provides methods for retrieving data from financial institutions on behalf of consumers, advisors, and other users. It is built on RESTful principles with resource-oriented URL endpoints. Quovo supplies aggregation and insights to empower advisors and their clients. It is an enterprise-grade data science platform offering applications and services for financial advisors, institutions, and fintech companies to aggregate and analyze financial account data. Quovo provides account aggregation and data analytics technology for finance.",Financial,17,RESTv2.0," Financial, Aggregation, Analytics, Data", 0,0,0,0, 0, 2, 1
82,SalesforceData.comSearchAPI," The Salesforce.com Data.com Search API allows users to locate contact and company details from the Data.com database. The API’s search functionality is powered by Datacloud objects. Its daily calls are restricted to a user’s 24-hour rolling quota. A calls quota is allocated on the basis of the user’s license, with each Data.com Prospector License offering a maximum of 1,000 daily calls. The API formats requests and responses in the SOQL (Salesforce Object Query Language) format.",Enterprise,2,RESTv48.0," Enterprise, Big, Data, Cloud, Customer, Relationship, Management, Data, Database, Search", 2,0,0,0, 0, 3,
83,UndagridGroupsAPI," This API is used to access the data in the Undagrid cloud and returns create group channels, add a sensor or node to a group, remove a sensor or node from a group and more. This data is gathered from the devices running in Undagrid network technology. Undagrid is a wireless Internet of Things network consisting of devices that organize themselves, by connecting with each other in a self-expanding network.",InternetofThings,2,RESTv1.0," Internet, of, Things, Cloud, Networking, Wireless", 0,0,0,0, 0, 0,
84,UndagridNodesAPI," This API is used to commission and decommission a node. This data is gathered from the devices running in Undagrid network technology. Undagrid is a wireless Internet of Things network consisting of devices that organize themselves, by connecting with each other in a self-expanding network.",InternetofThings,2,RESTv1.0," Internet, of, Things, Cloud, Networking, Wireless", 0,0,0,0, 0, 1,
